,Isoelectric Point,Tiny,Small,Aliphatic,Aromatic,Non-polar,Polar,Charged,Basic,Acidic
P04161,-0.43841518709085836,0.2803738317757009,0.4719626168224299,0.3598130841121495,0.08411214953271028,0.5514018691588785,0.4485981308411215,0.26635514018691586,0.14018691588785046,0.1261682242990654
P30605,-0.36911074855152576,0.3373287671232877,0.5136986301369864,0.3424657534246575,0.11643835616438356,0.6027397260273972,0.3972602739726027,0.1678082191780822,0.08732876712328767,0.08047945205479452
P35172,-0.40870477916033704,0.25384615384615383,0.4666666666666667,0.25384615384615383,0.14358974358974358,0.5192307692307693,0.4807692307692308,0.2794871794871795,0.14487179487179488,0.1346153846153846
P39976,-0.15167104962915343,0.2620967741935484,0.5100806451612904,0.2963709677419355,0.12096774193548387,0.5362903225806451,0.4637096774193548,0.2661290322580645,0.1431451612903226,0.12298387096774194
P38631,0.05790938306710942,0.26918976545842216,0.4552238805970149,0.2899786780383795,0.15671641791044777,0.5794243070362474,0.4205756929637527,0.22174840085287847,0.12100213219616204,0.10074626865671642
P08465,-1.0533432293883016,0.3271604938271605,0.522633744855967,0.29012345679012347,0.102880658436214,0.5102880658436214,0.4897119341563786,0.23045267489711935,0.11316872427983539,0.11728395061728394
P43548,0.19502976275446518,0.3172043010752688,0.5197132616487455,0.37992831541218636,0.14874551971326164,0.6630824372759857,0.33691756272401435,0.16308243727598568,0.08960573476702509,0.07347670250896057
P0CX11,-1.2956706046933555,0.32494279176201374,0.5331807780320366,0.3295194508009153,0.09382151029748284,0.5583524027459954,0.4416475972540046,0.2517162471395881,0.11899313501144165,0.13272311212814644
Q12031,0.24248305958938596,0.29391304347826086,0.4834782608695652,0.26260869565217393,0.12173913043478261,0.49391304347826087,0.5060869565217392,0.27304347826086955,0.14782608695652175,0.12521739130434784
P32331,1.6247017371586296,0.3322475570032573,0.5146579804560261,0.30618892508143325,0.10423452768729642,0.5863192182410424,0.41368078175895767,0.20521172638436483,0.13029315960912052,0.0749185667752443
P53982,1.5902876774715728,0.24761904761904763,0.44047619047619047,0.27380952380952384,0.10476190476190476,0.49523809523809526,0.5047619047619047,0.3047619047619048,0.1738095238095238,0.13095238095238096
Q08645,1.2530537084966775,0.26824817518248173,0.4653284671532847,0.28102189781021897,0.11678832116788321,0.4981751824817518,0.5018248175182481,0.26824817518248173,0.15328467153284672,0.11496350364963503
P04802,-0.35238003787321603,0.23518850987432674,0.42908438061041293,0.2872531418312388,0.1059245960502693,0.5008976660682226,0.4991023339317774,0.3339317773788151,0.17235188509874327,0.1615798922800718
P53838,0.4172921932246781,0.2760416666666667,0.4809027777777778,0.3142361111111111,0.1527777777777778,0.5902777777777778,0.4097222222222222,0.1857638888888889,0.10416666666666667,0.08159722222222222
P23202,-0.40745444135163744,0.2457627118644068,0.519774011299435,0.2627118644067797,0.1327683615819209,0.480225988700565,0.519774011299435,0.2175141242937853,0.11581920903954802,0.1016949152542373
P41921,0.4213409061290378,0.2815734989648033,0.5113871635610766,0.2981366459627329,0.11387163561076605,0.5279503105590062,0.4720496894409938,0.2774327122153209,0.15527950310559005,0.12215320910973085
P23500,0.5179146168771448,0.3519736842105263,0.5098684210526315,0.3223684210526316,0.125,0.5921052631578947,0.40789473684210525,0.17763157894736842,0.10526315789473684,0.07236842105263158
Q12452,0.8122203210866983,0.2276657060518732,0.4755043227665706,0.3112391930835735,0.13544668587896252,0.553314121037464,0.44668587896253603,0.2276657060518732,0.12103746397694524,0.10662824207492795
P06633,-0.4495491475778473,0.32272727272727275,0.5045454545454545,0.34545454545454546,0.1,0.5363636363636364,0.4636363636363636,0.2863636363636364,0.15454545454545454,0.1318181818181818
P34756,0.8472893196259306,0.2857769973661106,0.5166812993854258,0.2309043020193152,0.10535557506584724,0.42493415276558383,0.5750658472344161,0.2647058823529412,0.14925373134328357,0.1154521510096576
P40260,-1.1141334628493484,0.34146341463414637,0.5203252032520326,0.3231707317073171,0.15040650406504066,0.6341463414634146,0.36585365853658536,0.17073170731707318,0.08333333333333333,0.08739837398373984
Q06490,-0.8553135364485943,0.29545454545454547,0.5209790209790209,0.3181818181818182,0.09615384615384616,0.5629370629370629,0.4370629370629371,0.24475524475524477,0.12237762237762238,0.12237762237762238
Q02979,-0.21204450382063358,0.25511038430089944,0.47996729354047424,0.3008994276369583,0.10629599345870809,0.49059689288634506,0.509403107113655,0.27309893704006544,0.1463614063777596,0.1267375306623058
Q08742,1.8722090833854372,0.2684563758389262,0.4966442953020134,0.2751677852348993,0.11409395973154363,0.5234899328859061,0.47651006711409394,0.30201342281879195,0.19463087248322147,0.10738255033557047
P38156,-0.9918980570750792,0.3241042345276873,0.495114006514658,0.31107491856677527,0.12866449511400652,0.6074918566775245,0.3925081433224756,0.1986970684039088,0.09771986970684039,0.10097719869706841
P40884,-1.1497383204494516,0.23752151462994836,0.46815834767641995,0.20481927710843373,0.1721170395869191,0.5094664371772806,0.4905335628227194,0.2977624784853701,0.14457831325301204,0.153184165232358
P33412,-0.40572778437771917,0.26625386996904027,0.5108359133126935,0.25696594427244585,0.13622291021671826,0.4953560371517028,0.5046439628482973,0.30340557275541796,0.1609907120743034,0.14241486068111456
P15454,-0.07474550444632067,0.31016042780748665,0.5187165775401069,0.2727272727272727,0.10160427807486631,0.49732620320855614,0.5026737967914439,0.28342245989304815,0.1443850267379679,0.13903743315508021
P46961,1.5774865999063183,0.2571428571428571,0.44642857142857145,0.3464285714285714,0.15714285714285714,0.575,0.425,0.16428571428571428,0.1,0.06428571428571428
P50076,1.5367017713844602,0.21333333333333335,0.3980952380952381,0.3295238095238095,0.1961904761904762,0.6438095238095238,0.35619047619047617,0.1580952380952381,0.10666666666666667,0.05142857142857143
P53204,-0.8161958250050018,0.23544303797468355,0.47848101265822784,0.27341772151898736,0.10886075949367088,0.5063291139240507,0.4936708860759494,0.2708860759493671,0.13670886075949368,0.1341772151898734
P38295,0.38549788894632464,0.2660753880266075,0.5011086474501109,0.2638580931263858,0.13747228381374724,0.5232815964523282,0.47671840354767187,0.2682926829268293,0.14634146341463414,0.12195121951219512
P16639,-0.519151285595441,0.24453280318091453,0.44930417495029823,0.2524850894632207,0.14512922465208747,0.5526838966202783,0.44731610337972166,0.27435387673956263,0.1411530815109344,0.13320079522862824
P39932,-0.36690777241238876,0.3233743409490334,0.4903339191564148,0.29525483304042177,0.14586994727592267,0.5764499121265377,0.4235500878734622,0.19332161687170474,0.10017574692442882,0.09314586994727592
P38693,-1.3945663713719039,0.3083511777301927,0.5374732334047109,0.2462526766595289,0.14989293361884368,0.5053533190578159,0.49464668094218417,0.22698072805139186,0.10492505353319058,0.12205567451820129
P07250,-1.6556488138074472,0.24225352112676057,0.4788732394366197,0.2507042253521127,0.09859154929577464,0.4563380281690141,0.543661971830986,0.3380281690140845,0.13802816901408452,0.2
Q04082,-1.884282013112461,0.2714285714285714,0.45,0.30714285714285716,0.1357142857142857,0.5857142857142857,0.4142857142857143,0.17857142857142858,0.05714285714285714,0.12142857142857143
P53322,-0.18947888336839366,0.2883895131086142,0.4794007490636704,0.30337078651685395,0.14794007490636704,0.6048689138576779,0.3951310861423221,0.20037453183520598,0.10486891385767791,0.09550561797752809
P38149,-1.1294947559276536,0.2847380410022779,0.49658314350797267,0.28929384965831434,0.11161731207289294,0.4977220956719818,0.5022779043280182,0.224373576309795,0.10933940774487472,0.11503416856492027
P00812,-1.036493438918687,0.3153153153153153,0.5495495495495496,0.32432432432432434,0.09009009009009009,0.5915915915915916,0.4084084084084084,0.24324324324324326,0.12012012012012012,0.12312312312312312
Q02784,-1.5322821500157833,0.25333333333333335,0.44666666666666666,0.29333333333333333,0.09333333333333334,0.56,0.44,0.28,0.12,0.16
Q07729,-0.7284340188134422,0.26993865030674846,0.50920245398773,0.26993865030674846,0.11451942740286299,0.49079754601226994,0.50920245398773,0.2658486707566462,0.13496932515337423,0.130879345603272
Q08959,1.0494868052613016,0.2336448598130841,0.43302180685358255,0.3395638629283489,0.14953271028037382,0.5825545171339563,0.4174454828660436,0.26791277258566976,0.1588785046728972,0.10903426791277258
Q00055,-1.1624798581190543,0.29923273657289,0.5166240409207161,0.32225063938618925,0.10997442455242967,0.5652173913043478,0.43478260869565216,0.24808184143222506,0.12020460358056266,0.1278772378516624
P32375,-0.7555842112309122,0.3130434782608696,0.5434782608695652,0.29782608695652174,0.10217391304347827,0.558695652173913,0.44130434782608696,0.22608695652173913,0.11521739130434783,0.1108695652173913
Q12473,1.188214762131271,0.25,0.4438202247191011,0.3188202247191011,0.18258426966292135,0.5730337078651685,0.42696629213483145,0.2050561797752809,0.13342696629213482,0.07162921348314606
P27810,-0.2699768222903674,0.25190839694656486,0.4580152671755725,0.23155216284987276,0.20610687022900764,0.5368956743002544,0.4631043256997455,0.2926208651399491,0.15776081424936386,0.13486005089058525
P32190,0.5706074245294721,0.28772919605077574,0.4922425952045134,0.27926657263751764,0.1156558533145275,0.5303244005641748,0.4696755994358251,0.2524682651622003,0.1382228490832158,0.11424541607898449
P43636,-0.5463610179085637,0.22465208747514911,0.42147117296222664,0.31610337972166996,0.15705765407554673,0.562624254473161,0.43737574552683894,0.24055666003976142,0.12326043737574553,0.1172962226640159
P39535,-0.0313409205157596,0.2917139614074915,0.4869466515323496,0.3473325766174801,0.11577752553916004,0.5743473325766175,0.42565266742338254,0.21112372304199772,0.1112372304199773,0.09988649262202043
P39708,-1.1865339759626028,0.33260393873085337,0.5361050328227571,0.29321663019693656,0.10065645514223195,0.5514223194748359,0.4485776805251641,0.23194748358862144,0.11159737417943107,0.12035010940919037
P08019,-1.4584526794068728,0.2896174863387978,0.517304189435337,0.2877959927140255,0.1493624772313297,0.546448087431694,0.453551912568306,0.19672131147540983,0.08925318761384335,0.10746812386156648
P20051,-0.3667886926210843,0.260989010989011,0.5137362637362637,0.31868131868131866,0.12087912087912088,0.5521978021978022,0.4478021978021978,0.26373626373626374,0.1401098901098901,0.12362637362637363
Q05521,-0.42245849505602895,0.22491349480968859,0.43252595155709345,0.3079584775086505,0.1695501730103806,0.6020761245674741,0.39792387543252594,0.21453287197231835,0.11418685121107267,0.10034602076124567
P25621,0.03879707656270604,0.275390625,0.48046875,0.310546875,0.154296875,0.595703125,0.404296875,0.197265625,0.107421875,0.08984375
P32449,-0.12767647168125731,0.32432432432432434,0.5513513513513514,0.31891891891891894,0.07027027027027027,0.5378378378378378,0.46216216216216216,0.24324324324324326,0.12972972972972974,0.11351351351351352
P32477,-0.5361796957520123,0.23156342182890854,0.47640117994100295,0.25663716814159293,0.14601769911504425,0.5058997050147492,0.4941002949852507,0.2920353982300885,0.1504424778761062,0.1415929203539823
P41807,-0.4883691595431777,0.2196652719665272,0.4309623430962343,0.34518828451882844,0.09205020920502092,0.4916317991631799,0.5083682008368201,0.2719665271966527,0.1401673640167364,0.13179916317991633
Q12010,-1.5401414162418934,0.2305194805194805,0.474025974025974,0.34415584415584416,0.14285714285714285,0.6266233766233766,0.37337662337662336,0.14935064935064934,0.06493506493506493,0.08441558441558442
P38913,-1.2888830565889877,0.24836601307189543,0.434640522875817,0.2549019607843137,0.16013071895424835,0.5228758169934641,0.477124183006536,0.24183006535947713,0.11437908496732026,0.12745098039215685
P25345,0.8752730705825341,0.2601626016260163,0.4410569105691057,0.2459349593495935,0.14634146341463414,0.4959349593495935,0.5040650406504065,0.24796747967479674,0.1443089430894309,0.10365853658536585
Q12428,1.4217302328797778,0.2693798449612403,0.4883720930232558,0.3236434108527132,0.1124031007751938,0.5406976744186046,0.45930232558139533,0.2596899224806202,0.15503875968992248,0.10465116279069768
P08679,-0.4696736323083403,0.26956521739130435,0.48695652173913045,0.3,0.12391304347826088,0.5304347826086957,0.46956521739130436,0.26304347826086955,0.13695652173913042,0.12608695652173912
Q05779,1.1671376390703407,0.25384615384615383,0.4230769230769231,0.26153846153846155,0.1576923076923077,0.5115384615384615,0.48846153846153845,0.2692307692307692,0.16538461538461538,0.10384615384615385
Q06708,-1.1667071907103708,0.23977272727272728,0.45454545454545453,0.32045454545454544,0.09318181818181819,0.5045454545454545,0.4954545454545455,0.2534090909090909,0.12272727272727273,0.13068181818181818
P00549,0.30922728261566723,0.298,0.56,0.326,0.076,0.542,0.458,0.256,0.136,0.12
P47081,1.3307532723229907,0.211864406779661,0.3559322033898305,0.2457627118644068,0.15254237288135594,0.4830508474576271,0.5169491525423728,0.3389830508474576,0.1864406779661017,0.15254237288135594
P53144,-1.0072593501533849,0.20465116279069767,0.40930232558139534,0.26046511627906976,0.11162790697674418,0.4744186046511628,0.5255813953488372,0.3395348837209302,0.16744186046511628,0.17209302325581396
P30624,0.2946995480764945,0.2814285714285714,0.5014285714285714,0.2957142857142857,0.11,0.5342857142857143,0.4657142857142857,0.2557142857142857,0.14,0.11571428571428571
P27472,-0.48158161143881006,0.24680851063829787,0.48936170212765956,0.2950354609929078,0.1375886524822695,0.5375886524822695,0.4624113475177305,0.2851063829787234,0.14893617021276595,0.13617021276595745
Q12166,-0.2260959191945876,0.2847682119205298,0.5248344370860927,0.2947019867549669,0.10264900662251655,0.5149006622516556,0.48509933774834435,0.2599337748344371,0.13741721854304637,0.12251655629139073
P32463,-1.5178139553722634,0.272,0.544,0.32,0.072,0.472,0.528,0.272,0.12,0.152
P31412,-0.2936141608643492,0.25255102040816324,0.47959183673469385,0.3239795918367347,0.11479591836734694,0.5076530612244898,0.4923469387755102,0.2602040816326531,0.13520408163265307,0.125
P42884,-0.2446128267424673,0.2898936170212766,0.4787234042553192,0.2898936170212766,0.11702127659574468,0.5478723404255319,0.4521276595744681,0.2632978723404255,0.13829787234042554,0.125
Q08777,-1.0144041376316664,0.3435700575815739,0.525911708253359,0.30326295585412666,0.15738963531669867,0.6026871401151631,0.39731285988483683,0.1746641074856046,0.08637236084452975,0.08829174664107485
P32582,-0.28867234952520476,0.26627218934911245,0.5108481262327417,0.3096646942800789,0.08678500986193294,0.504930966469428,0.49506903353057197,0.28007889546351084,0.14398422090729784,0.13609467455621302
P28272,-0.7554651314396078,0.27070063694267515,0.49044585987261147,0.28343949044585987,0.11146496815286625,0.5573248407643312,0.4426751592356688,0.2356687898089172,0.1178343949044586,0.1178343949044586
P19358,-1.26941351071067,0.3072916666666667,0.5182291666666666,0.2994791666666667,0.09895833333333333,0.5364583333333334,0.4635416666666667,0.2786458333333333,0.1328125,0.14583333333333334
P53934,-0.753321695196123,0.27,0.475,0.2625,0.135,0.54,0.46,0.2375,0.12,0.1175
P00401,-0.01967110096789922,0.30337078651685395,0.49625468164794007,0.37265917602996257,0.1760299625468165,0.6872659176029963,0.31273408239700373,0.10674157303370786,0.06554307116104868,0.04119850187265917
Q07500,1.1453460372615816,0.26422018348623855,0.46605504587155966,0.29908256880733947,0.11559633027522936,0.5376146788990825,0.46238532110091746,0.24587155963302754,0.13394495412844037,0.11192660550458716
P40857,1.9362740111073637,0.2534562211981567,0.41935483870967744,0.423963133640553,0.14285714285714285,0.6912442396313364,0.3087557603686636,0.1152073732718894,0.0967741935483871,0.018433179723502304
Q99288,0.10423142188463558,0.2155688622754491,0.46107784431137727,0.2275449101796407,0.1407185628742515,0.46407185628742514,0.5359281437125748,0.3323353293413174,0.18263473053892215,0.1497005988023952
P53730,-0.03461561477663848,0.2577132486388385,0.4591651542649728,0.33756805807622503,0.16152450090744103,0.6079854809437386,0.39201451905626133,0.17967332123411978,0.09800362976406533,0.08166969147005444
P38360,0.24010146376329233,0.3462171052631579,0.5501644736842105,0.30838815789473684,0.0805921052631579,0.515625,0.484375,0.2393092105263158,0.13240131578947367,0.1069078947368421
P47016,-0.17143829498573268,0.23452768729641693,0.4560260586319218,0.30944625407166126,0.09446254071661238,0.5146579804560261,0.48534201954397393,0.2899022801302932,0.1563517915309446,0.13355048859934854
P40988,-1.1610509006233978,0.26811594202898553,0.483695652173913,0.3061594202898551,0.1322463768115942,0.5634057971014492,0.4365942028985507,0.23550724637681159,0.11413043478260869,0.1213768115942029
P07244,-1.3235352758586536,0.3092269326683292,0.5673316708229427,0.33541147132169574,0.0885286783042394,0.5760598503740648,0.4239401496259352,0.2194513715710723,0.10349127182044887,0.11596009975062344
Q3E790,1.024241889504707,0.2375,0.35,0.2625,0.25,0.5875,0.4125,0.2125,0.1375,0.075
P15700,-0.37744633394285454,0.2647058823529412,0.4803921568627451,0.27941176470588236,0.08823529411764706,0.4950980392156863,0.5049019607843137,0.3088235294117647,0.1568627450980392,0.15196078431372548
P32906,-0.9874921047968052,0.2750455373406193,0.45719489981785066,0.2568306010928962,0.1621129326047359,0.5264116575591985,0.47358834244080145,0.2568306010928962,0.12750455373406194,0.12932604735883424
P38703,1.2101254437313347,0.22871046228710462,0.41849148418491483,0.30170316301703165,0.19464720194647203,0.583941605839416,0.41605839416058393,0.22141119221411193,0.13138686131386862,0.09002433090024331
P38138,-0.6072703311609153,0.23375262054507337,0.46750524109014674,0.25681341719077566,0.16561844863731656,0.5136268343815513,0.4863731656184486,0.25471698113207547,0.1320754716981132,0.12264150943396226
P47771,-1.1179440161710983,0.3142292490118577,0.541501976284585,0.30632411067193677,0.11067193675889328,0.5573122529644269,0.4426877470355731,0.22727272727272727,0.11067193675889328,0.116600790513834
P38604,-0.31790643829050685,0.2763337893296854,0.4719562243502052,0.2694938440492476,0.16279069767441862,0.5677154582763337,0.4322845417236662,0.23666210670314639,0.12585499316005472,0.11080711354309165
P47095,-0.3242176672296558,0.2581967213114754,0.47540983606557374,0.2827868852459016,0.12704918032786885,0.569672131147541,0.430327868852459,0.2581967213114754,0.13934426229508196,0.11885245901639344
P36136,-0.7648128950570262,0.24723247232472326,0.4612546125461255,0.2656826568265683,0.11808118081180811,0.5092250922509225,0.4907749077490775,0.2988929889298893,0.15129151291512916,0.14760147601476015
P53868,0.9536275732610225,0.24324324324324326,0.45045045045045046,0.33693693693693694,0.1783783783783784,0.6360360360360361,0.36396396396396397,0.16576576576576577,0.1009009009009009,0.06486486486486487
P00358,-0.11886456712470982,0.3253012048192771,0.5813253012048193,0.3313253012048193,0.0963855421686747,0.5421686746987951,0.4578313253012048,0.25301204819277107,0.1355421686746988,0.11746987951807229
Q06625,-0.9465881964836427,0.251953125,0.4908854166666667,0.2682291666666667,0.140625,0.52734375,0.47265625,0.2643229166666667,0.13151041666666666,0.1328125
P40012,1.5960630473498507,0.2690166975881262,0.5120593692022264,0.2782931354359926,0.08534322820037106,0.5250463821892394,0.4749536178107607,0.24860853432282004,0.14656771799628943,0.10204081632653061
Q08108,-1.4825067972504211,0.3338192419825073,0.5787172011661808,0.27113702623906705,0.1151603498542274,0.521865889212828,0.478134110787172,0.18513119533527697,0.08309037900874636,0.10204081632653061
P48527,1.4293513395232775,0.2682926829268293,0.48577235772357724,0.2967479674796748,0.10569105691056911,0.516260162601626,0.483739837398374,0.241869918699187,0.14227642276422764,0.09959349593495935
P00445,-0.7201579733177657,0.37662337662337664,0.6493506493506493,0.2727272727272727,0.08441558441558442,0.538961038961039,0.461038961038961,0.2532467532467532,0.12987012987012986,0.12337662337662338
Q06703,-1.2431564167279847,0.2532051282051282,0.49038461538461536,0.26282051282051283,0.14743589743589744,0.5,0.5,0.25961538461538464,0.125,0.1346153846153846
P32419,1.5910616961150537,0.27988338192419826,0.5131195335276968,0.34110787172011664,0.07580174927113703,0.5481049562682215,0.4518950437317784,0.24198250728862974,0.13994169096209913,0.10204081632653061
Q12122,-0.5218305808997967,0.27954545454545454,0.5386363636363637,0.3181818181818182,0.09545454545454546,0.5136363636363637,0.4863636363636364,0.2863636363636364,0.14772727272727273,0.13863636363636364
Q12524,-0.3218360714035622,0.20294117647058824,0.4,0.2529411764705882,0.14705882352941177,0.5294117647058824,0.47058823529411764,0.31176470588235294,0.16470588235294117,0.14705882352941177
P42826,-0.1878117662901281,0.25833333333333336,0.4766666666666667,0.27166666666666667,0.115,0.49333333333333335,0.5066666666666667,0.275,0.14666666666666667,0.12833333333333333
P10869,-0.2884341899425954,0.2846299810246679,0.5161290322580645,0.3225806451612903,0.08918406072106262,0.5218216318785579,0.4781783681214421,0.2523719165085389,0.13282732447817835,0.11954459203036052
Q08409,0.03712995948443997,0.2890961262553802,0.48278335724533716,0.29411764705882354,0.1556671449067432,0.5588235294117647,0.4411764705882353,0.20157819225251075,0.10903873744619799,0.09253945480631277
P53048,-1.097521831962343,0.3392857142857143,0.5,0.3198051948051948,0.11525974025974026,0.586038961038961,0.413961038961039,0.18019480519480519,0.08766233766233766,0.09253246753246754
P38625,-0.38977109234289026,0.26285714285714284,0.4838095238095238,0.30857142857142855,0.11238095238095239,0.5485714285714286,0.4514285714285714,0.2704761904761905,0.14285714285714285,0.12761904761904763
P47052,0.14025305875430585,0.3359621451104101,0.5362776025236593,0.2870662460567823,0.11198738170347003,0.5299684542586751,0.47003154574132494,0.2665615141955836,0.15141955835962145,0.11514195583596215
P38426,-0.4749726830213996,0.2713472485768501,0.50853889943074,0.27893738140417457,0.12144212523719165,0.4857685009487666,0.5142314990512334,0.25332068311195444,0.1318785578747628,0.12144212523719165
P22133,-0.14363316371608623,0.2864721485411141,0.5464190981432361,0.3421750663129973,0.07957559681697612,0.5570291777188329,0.44297082228116713,0.20159151193633953,0.11140583554376658,0.09018567639257294
Q04432,-1.1776029916147503,0.3206751054852321,0.5780590717299579,0.29957805907172996,0.12658227848101267,0.540084388185654,0.459915611814346,0.27848101265822783,0.1350210970464135,0.14345991561181434
P53090,-0.7506423998917678,0.264,0.496,0.274,0.13,0.542,0.458,0.25,0.126,0.124
P53394,0.7448211592082405,0.3050397877984085,0.5238726790450928,0.3103448275862069,0.11405835543766578,0.5517241379310345,0.4482758620689655,0.1843501326259947,0.10344827586206896,0.08090185676392574
P36010,1.054547696391752,0.2679738562091503,0.477124183006536,0.28104575163398693,0.1111111111111111,0.5294117647058824,0.47058823529411764,0.29411764705882354,0.16339869281045752,0.13071895424836602
P28834,1.4357221083580798,0.30833333333333335,0.5166666666666667,0.31666666666666665,0.08888888888888889,0.525,0.475,0.2611111111111111,0.15,0.1111111111111111
Q07747,-0.2032921391597383,0.2887537993920973,0.47720364741641336,0.2826747720364742,0.1276595744680851,0.5227963525835866,0.47720364741641336,0.2735562310030395,0.1458966565349544,0.1276595744680851
Q05871,0.6494977862688325,0.2571428571428571,0.4714285714285714,0.2857142857142857,0.12857142857142856,0.5428571428571428,0.45714285714285713,0.24642857142857144,0.1357142857142857,0.11071428571428571
P38127,1.8026069453678435,0.3103448275862069,0.47214854111405835,0.28116710875331563,0.11671087533156499,0.5384615384615384,0.46153846153846156,0.23342175066312998,0.14854111405835543,0.08488063660477453
P14904,-0.8834163671965023,0.27431906614785995,0.5,0.2821011673151751,0.11867704280155641,0.5272373540856031,0.4727626459143969,0.2723735408560311,0.13618677042801555,0.13618677042801555
Q04089,1.3916625855753417,0.25601374570446733,0.48625429553264604,0.2422680412371134,0.1013745704467354,0.45532646048109965,0.5446735395189003,0.2800687285223368,0.16323024054982818,0.11683848797250859
P07283,-1.3291320260499744,0.24803149606299213,0.4448818897637795,0.2559055118110236,0.1377952755905512,0.5118110236220472,0.4881889763779528,0.3031496062992126,0.14173228346456693,0.16141732283464566
P38698,-1.02946773123171,0.22921914357682618,0.4534005037783375,0.3022670025188917,0.0982367758186398,0.4987405541561713,0.5012594458438288,0.2972292191435768,0.14609571788413098,0.15113350125944586
Q99271,-1.1670048901886327,0.2954314720812183,0.5015228426395939,0.283248730964467,0.09035532994923857,0.5177664974619289,0.48223350253807107,0.27106598984771574,0.13096446700507614,0.1401015228426396
Q99297,1.848988524081022,0.2996742671009772,0.504885993485342,0.2996742671009772,0.10423452768729642,0.5895765472312704,0.41042345276872966,0.20846905537459284,0.13680781758957655,0.07166123778501629
P38142,0.019446610475692776,0.3422131147540984,0.5061475409836066,0.3463114754098361,0.1413934426229508,0.6352459016393442,0.36475409836065575,0.14344262295081966,0.07991803278688525,0.06352459016393443
P40471,1.4825204663408247,0.28619528619528617,0.5117845117845118,0.30976430976430974,0.10774410774410774,0.5656565656565656,0.43434343434343436,0.24242424242424243,0.1414141414141414,0.10101010101010101
P32340,1.692517678306653,0.27485380116959063,0.4775828460038986,0.31189083820662766,0.1189083820662768,0.5360623781676414,0.46393762183235865,0.2475633528265107,0.14814814814814814,0.09941520467836257
P53915,-0.280336764133876,0.2125,0.4791666666666667,0.2791666666666667,0.1375,0.49166666666666664,0.5083333333333333,0.32083333333333336,0.16666666666666666,0.15416666666666667
P00420,-0.0417604022549199,0.2936802973977695,0.4721189591078067,0.3754646840148699,0.20446096654275092,0.6840148698884758,0.3159851301115242,0.13382899628252787,0.08921933085501858,0.04460966542750929
P52489,-0.14089432851607828,0.30237154150197626,0.5316205533596838,0.33794466403162055,0.07905138339920949,0.5434782608695652,0.45652173913043476,0.24110671936758893,0.12845849802371542,0.11264822134387352
Q12040,0.475403131381369,0.2565217391304348,0.4652173913043478,0.26521739130434785,0.12173913043478261,0.4608695652173913,0.5391304347826087,0.3217391304347826,0.18695652173913044,0.13478260869565217
P26364,1.3584988636969844,0.27111111111111114,0.4577777777777778,0.30666666666666664,0.08,0.5066666666666667,0.49333333333333335,0.27555555555555555,0.1511111111111111,0.12444444444444444
P00724,-1.6404066005204463,0.2894736842105263,0.5357142857142857,0.2274436090225564,0.16917293233082706,0.5206766917293233,0.4793233082706767,0.19736842105263158,0.08082706766917293,0.11654135338345864
Q08689,0.4397982737812653,0.23863636363636365,0.4772727272727273,0.3125,0.13636363636363635,0.5397727272727273,0.4602272727272727,0.26136363636363635,0.1534090909090909,0.10795454545454546
P26263,-0.6013758814913329,0.29484902309058614,0.5150976909413855,0.33570159857904086,0.10657193605683836,0.5523978685612788,0.44760213143872113,0.21847246891651864,0.11190053285968028,0.10657193605683836
P48445,-0.13476171926388653,0.28840579710144926,0.5347826086956522,0.28695652173913044,0.1246376811594203,0.5550724637681159,0.4449275362318841,0.1956521739130435,0.10579710144927536,0.08985507246376812
P09950,0.2212273168414983,0.3357664233576642,0.5456204379562044,0.3266423357664234,0.11131386861313869,0.5364963503649635,0.4635036496350365,0.2427007299270073,0.14051094890510948,0.10218978102189781
Q08269,-0.26426099230774214,0.3108265424912689,0.5343422584400466,0.2421420256111758,0.10477299185098952,0.4528521536670547,0.5471478463329453,0.26426076833527357,0.1408614668218859,0.12339930151338765
P36973,-1.5104310083113721,0.27071823204419887,0.4530386740331492,0.3425414364640884,0.13812154696132597,0.5911602209944752,0.4088397790055249,0.26519337016574585,0.11602209944751381,0.14917127071823205
P53390,-0.3744693391602372,0.3558282208588957,0.5296523517382413,0.3333333333333333,0.1574642126789366,0.6421267893660532,0.35787321063394684,0.1574642126789366,0.08384458077709611,0.0736196319018405
P36014,0.8051350735040685,0.17964071856287425,0.4251497005988024,0.2275449101796407,0.1497005988023952,0.5329341317365269,0.46706586826347307,0.2694610778443114,0.15568862275449102,0.11377245508982035
P10356,-0.27307289686428965,0.30699774266365687,0.5011286681715575,0.27313769751693,0.11963882618510158,0.5349887133182845,0.4650112866817156,0.22573363431151242,0.11963882618510158,0.10609480812641084
Q07540,-0.8857384231269437,0.25862068965517243,0.5,0.2988505747126437,0.09195402298850575,0.5057471264367817,0.4942528735632184,0.27586206896551724,0.13793103448275862,0.13793103448275862
P15019,-0.48045035342141545,0.29253731343283584,0.4925373134328358,0.32238805970149254,0.08955223880597014,0.5104477611940299,0.48955223880597015,0.28955223880597014,0.14626865671641792,0.14328358208955225
P04076,-0.9720117319271949,0.28725701943844495,0.46436285097192226,0.2894168466522678,0.11663066954643629,0.5248380129589633,0.47516198704103674,0.28293736501079914,0.14038876889848811,0.14254859611231102
Q12325,-0.2815275620469228,0.2911534154535274,0.5296752519596865,0.3057110862262038,0.135498320268757,0.5621500559910414,0.43784994400895855,0.21500559910414332,0.11310190369540873,0.1019036954087346
